_l;Zone d'Emploi;name;name2;;Revenus fiscaux des ménages 2009 : nombre de ménages fiscaux;Revenus fiscaux des ménages 2009 : nombre de personnes dans les ménages fiscaux;Revenus fiscaux des ménages 2009 : part des ménages fiscaux imposés;Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Quartile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Quartile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 1er Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 2ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 3ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 4ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 5ème Décile ou Médiane (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 6ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 7ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 8ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : 9ème Décile (en Euros);Revenus fiscaux des ménages 2009 par Unité de Consommation (UC) : Rapport inter-déciles (sans unité);Revenus fiscaux des ménages 2009 : part des revenus salariaux (%);Revenus fiscaux des ménages 2009 : part des pensions; retraites; rentes (%);Revenus fiscaux des ménages 2009 : part des revenus des professions non-salariées (%);Revenus fiscaux des ménages 2009 : part des autres revenus (%);Chomage_2003;Chomage_2004;Chomage_2005;Chomage_2006;Chomage_2007;Chomage_2008;Chomage_2009;Chomage_2010;Chomage_2003_2010;Agriculture;Industrie;Construction;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;Agriculture%;Industrie%;Construction%;Tertiaire_marchand;Tertiaire_non-marchand;Total_salariés;Non-salariés;Emploi_Total;POP_TOT_99;POP_TOT_09;EVOL_POP_99_09;POP_M20A_P60A_09;POP_20A59A_09;TAUX_DEP_ECO_09;POP_M20A_09;POP_P60A_09;INDIC_JEUN_09;REV_ PAR_UC_MED_09;REV_ PAR_UC_D1_09;POP_ACT_15A64A_09;POP_15A64A_09;TX_ACT_09;POP_ACT_EMP_15A64A_09;POP_15A64A_09;TX_EMP_15A64A_09;POP_ACT_EMP_55A64A_09;POP_55A64A_09;TX_EMP_55A64A_09;POP_F_EMP_15A64A_09;POP_F_15A64A_09;TX_EMP_F_15A64A_09;EST_EMP_98;EST_EMP_09;EVOL_EST_EMP_98_09;TX_CHOM_T1_03;TX_CHOM_T4_11;EVOL_ TX_CHOM_T1_03_T4_11;DE_A_11;DE_ABC_11;PART_F_DE_ABC_11;PART_J_DE_ABC_11;PART_LD_DE_ABC_11;POP_15A64A_09_p;ZONE_OUT
[ 45.278689891003125 , 0.7530796661693108];7202;Périgueux;Périgueux;238399;105168;229387;51.75;11479;16917;23199;6837;10209;12638;14821;16917;19113;21673;25079;31357;4.59;54.15;34.18;6.05;5.62;7.4;;7.8;8;7.9;7.2;6.9;8.5;8.9;9.2;1.4;1011;10308;6114;29982;29555;76970;11878;88848;1.31;13.39;7.94;38.95;38.40;76970.00;11878.00;88848.00;225,581;238,389;0.6;122247;116142;105.3;48,679;73,568;66.2;16917;6837;102835;145,844;70.5;92,019;145,844;63.1;11,766;34,838;33.8;43,767;73,522;59.5;85,694;88,848;0.3;7.2;9.6;2.4;10,243;15,038;53.0;17.2;35.6;1.6345;
[ 44.867493592713274 , 1.1440148662817369];7203;Sarlat-la-Canéda;Sarlat-la-Canéda;52774;23484;51309;50.57;10918;16272;23030;6536;9708;12047;14211;16272;18546;21416;24989;31699;4.85;48.64;35.62;7.13;8.61;8.8;;9;8.9;9;8.3;7.8;9.6;9.7;9.9;0.9;283;1951;1459;5613;4462;13768;3864;17632;2.06;14.17;10.60;40.77;32.41;13768.00;3864.00;17632.00;49,137;52,775;0.7;27501;25274;108.8;10,277;17,224;59.7;16272;6536;22457;31,669;70.9;19,870;31,669;62.7;2,865;8,169;35.1;9,330;16,090;58.0;16,429;17,632;0.7;8.8;10.5;1.7;2,736;3,732;55.7;15.8;30.9;1.6665;
[ 44.773391808315786 , -0.5162296476171967];7204;Bordeaux;Bordeaux;1191123;505610;1157277;61.5;13000;19380.5;27187;7497;11461;14397;16925;19380.5;22049;25225;29573;37510;5;64.92;23.41;5.69;5.98;9;;9.4;9.4;8.9;7.9;7.4;8.8;9.2;9.3;-0.1;10076;52277;30334;238613;163790;495090;47970;543060;2.04;10.56;6.13;48.20;33.08;495090.00;47970.00;543060.00;1,074,135;1,191,193;1.0;534431;656762;81.4;283,601;250,830;113.1;19381;7497;572407;800,338;71.5;511,077;800,338;63.9;60,330;144,872;41.6;248,100;409,787;60.5;467,663;543,060;1.5;8.8;9.6;0.8;59,844;90,591;52.7;16.6;35.4;1.4884;
[ 44.99952872024997 , -0.0022947032885818792];7205;Libourne;Libourne;112757;48291;110094;51;10872;16303;22662;5906;9493;12053;14264;16303;18529;21058;24592;30969;5.24;56.55;29.14;7.19;7.12;8.4;;8.7;9.1;9.2;8.4;8.2;10;10.6;10.7;2;3887;5489;1935;12825;12083;36219;5778;41997;10.73;15.16;5.34;35.41;33.36;36219.00;5778.00;41997.00;102,384;112,743;1.0;56078;56665;99.0;26,182;29,896;87.6;16303;5906;50426;69,997;72.0;43,859;69,997;62.7;5,370;14,788;36.3;20,643;35,655;57.9;40,257;41,997;0.4;8.4;11.3;2.9;6,323;9,104;54.5;17.5;36.6;1.6107;
[ 45.25311404266107 , -0.9863403856541513];7206;Pauillac;Pauillac;48032;21320;47885.5;51.97;11266;16668;22978;6605;9998;12458;14673;16668;18880;21380;24884;31002;4.69;52.13;32.88;8.31;6.68;9.3;;10;10.3;10;9.3;8.6;10;10.7;10.9;0.9;3300;832;965;4512;3837;13446;2422;15868;24.54;6.19;7.18;33.56;28.54;13446.00;2422.00;15868.00;42,859;48,018;1.1;24639;23379;105.4;10,400;14,240;73.0;16668;6605;20647;29,436;70.1;17,738;29,436;60.3;2,284;7,459;30.6;8,171;14,769;55.3;14,429;15,868;0.9;9;11.8;2.8;3,002;4,084;57.4;17.4;34.5;1.6313;
[ 44.364107849805045 , -0.9025623290849725];7207;La Teste-de-Buch;La Teste-de-Buch;137066;62800;141906.5;60.59;13368;18934;26078;8651;12041;14571;16762;18934;21321;24286;28312;35637;4.12;53.38;33.82;6.19;6.61;9;;9.6;10.1;10;8.6;8;9.6;10;10.1;0.5;1168;4642;2367;16530;12949;37656;6086;43742;3.10;12.33;6.29;43.90;34.39;37656.00;6086.00;43742.00;113,380;137,079;1.9;70531;66548;106.0;30,387;40,144;75.7;18934;8651;59246;83,882;70.6;52,124;83,882;62.1;6,394;19,995;32.0;24,213;42,497;57.0;36,130;43,742;1.9;8.9;10.1;1.2;7,033;10,296;57.3;15.7;32.5;1.6342;
[ 43.81522404095767 , -1.0743428316303365];7208;Dax;Dax;167538;74685;168727;56.55;12676;18121;24659;8038;11404;13868;16028;18121;20331;23003;26654;33541;4.17;53.73;32.1;6.86;7.32;8.4;;8.6;8.6;8.4;7.8;7.5;9.2;9.4;9.4;0.8;901;9291;4200;22336;15359;52087;8468;60555;1.73;17.84;8.06;42.88;29.49;52087.00;8468.00;60555.00;141,758;167,582;1.7;84810;82772;102.5;35,833;48,977;73.2;18121;8038;74050;102,754;72.1;65,435;102,754;63.7;7,565;23,215;32.6;30,603;51,660;59.2;51,381;60,555;1.6;8.4;9.7;1.3;8,319;12,663;55.3;15.4;30.6;1.6309;
[ 44.18106022108632 , 0.46918095288017436];7209;Agen;Agen;149111;64134;145293.5;53.96;11349;17229;24085;6283;9930;12613;14973;17229;19669;22433;26222;33092;5.27;58.55;28.01;6.64;6.8;8.1;;8.5;8.5;8.8;7.8;7.4;8.7;9;8.9;0.4;1313;7041;3014;22535;20648;54551;7078;61629;2.41;12.91;5.53;41.31;37.85;54551.00;7078.00;61629.00;135,291;149,130;1.0;72833;76297;95.5;34,122;38,711;88.1;17229;6283;68220;94,094;72.5;60,525;94,094;64.3;7,283;19,255;37.8;29,157;47,880;60.9;55,272;61,629;1.0;8;9.3;1.3;6,581;10,097;52.4;16.9;32.3;1.5849;
[ 44.44408602588299 , 0.18612635793839122];7210;Marmande;Marmande;86468;37651;84530.5;48.05;10598;15885;22136;5851;9360;11723;13898;15885;18081;20593;23956;30245;5.17;52.67;32.6;7.42;7.31;8.4;;8.6;8.4;8.5;7.6;7.5;9.2;9.6;9.6;1;999;3903;2173;10007;7730;24812;4808;29620;4.03;15.73;8.76;40.33;31.15;24812.00;4808.00;29620.00;80,695;86,506;0.7;45532;40974;111.1;18,178;27,354;66.5;15885;5851;36348;52,023;69.9;31,951;52,023;61.4;4,387;13,005;33.7;14,851;26,224;56.6;27,910;29,620;0.6;8.3;9.9;1.6;3,804;5,722;54.7;16.8;35.2;1.6629;
[ 44.509396972521415 , 0.764461064346868];7211;Villeneuve-sur-Lot;Villeneuve-sur-Lot;97815;42378;95862.5;47.17;10353;15529;21743;5805;9045;11477;13531;15529;17640;20249;23660;30015;5.17;50;35.05;7.51;7.44;9.1;;9.4;9.6;9.6;8.8;8.5;10.4;11.1;11.1;1.7;839;4148;1852;10443;8656;25938;5842;31780;3.23;15.99;7.14;40.26;33.37;25938.00;5842.00;31780.00;93,370;97,849;0.5;52601;45248;116.3;20,726;31,875;65.0;15529;5805;39276;57,445;68.4;33,879;57,445;59.0;4,710;14,377;32.8;16,209;29,117;55.7;29,130;31,780;0.8;9.2;11.7;2.5;4,545;6,785;52.6;17.1;35.4;1.7034;
[ 43.33266448233609 , -1.2873153464112363];7212;Bayonne;Bayonne;310322;138017;306776;58.86;13010;18753;25948;8125;11627;14240;16512;18753;21173;24116;28306;36303;4.47;55.09;29.82;6.88;8.21;8.2;;8.1;7.9;7.6;7.2;6.7;8.3;8.4;8.4;0.3;604;14457;7708;49093;32048;103910;17813;121723;0.58;13.91;7.42;47.25;30.84;103910.00;17813.00;121723.00;278,734;310,314;1.1;151666;158648;95.6;66,262;85,404;77.6;18753;8125;140439;195,458;71.9;126,436;195,458;64.7;14,667;41,144;35.6;60,299;98,890;61.0;105,646;121,723;1.4;8.1;8.6;0.5;13,852;21,140;53.9;15.5;35.1;1.5876;
[ 43.07770118040463 , -0.7502279304369466];7213;Oloron-Sainte-Marie;Oloron-Sainte-Marie;42210;18176;41617.5;52.71;11995;17139;23285;7489;10721;13129;15197;17139;19367.5;21771;25148.5;30930;4.13;55.33;32.67;6.71;5.3;6.8;;7;6.6;6.8;6.2;6.6;8.1;7.6;7.4;0.4;127;3242;940;3548;5637;13494;2992;16486;0.94;24.03;6.97;26.29;41.77;13494.00;2992.00;16486.00;41,955;42,229;0.1;21452;20777;103.2;8,465;12,986;65.2;17139;7489;18604;25,722;72.3;17,053;25,722;66.3;2,225;6,068;36.7;7,990;12,597;63.4;16,848;16,486;-0.2;6.7;7.8;1.1;1,661;2,603;54.3;16.1;31.8;1.6417;
[ 43.31785188989088 , -0.4526322799527761];7214;Pau;Pau;338471;141973;326086.5;58.3;12800;18734;26193;7778;11422;14088;16426;18734;21281;24334;28472;36073;4.64;59.99;28.49;5.34;6.17;7.7;;7.9;7.7;7.4;6.9;6.4;7.8;8;7.9;0;1017;18359;8201;51179;43012;121768;16323;138091;0.84;15.08;6.73;42.03;35.32;121768.00;16323.00;138091.00;313,030;338,525;0.8;164029;174496;94.0;78,345;85,684;91.4;18734;7778;152910;215,003;71.1;138,310;215,003;64.3;16,979;43,214;39.3;64,910;108,534;59.8;130,100;138,091;0.6;7.6;7.9;0.3;12,855;20,481;54.3;16.0;35.8;1.5745;
[ 42.89668060409113 , 1.6961362008146414];7301;Foix - Pamiers;Foix - Pamiers;112550;49203;109777.5;50.65;11023;16480;22812;6068;9656;12260;14417;16480;18682;21286;24731;30917;5.1;56.05;32.33;5.85;5.76;8.4;;8.8;9.3;9.8;9.1;8.6;10.4;10.7;10.9;2.1;318;6204;2269;12331;15192;36314;5314;41628;0.88;17.08;6.25;33.96;41.84;36314.00;5314.00;41628.00;101,828;112,557;1.0;56300;56257;100.1;24,985;31,315;79.8;16480;6068;49183;69,885;70.4;43,027;69,885;61.6;5,005;15,417;32.5;19,999;34,877;57.3;39,890;41,628;0.4;8.3;11.3;3;5,842;8,575;53.2;17.0;36.4;1.6106;
[ 42.91193071043305 , 1.1422978859867898];7302;Saint-Girons;Saint-Girons;32708;15064;31313;47.64;10151;16107;22741;4991;8813;11483;13871;16107;18557;21202;24655;31004;6.21;48.59;38.09;7.44;5.88;8.8;;9.1;9.5;9.5;9;8.8;10.7;10.7;11.1;2;59;1435;620;2720;3763;8597;2014;10611;0.69;16.69;7.21;31.64;43.77;8597.00;2014.00;10611.00;30,694;32,702;0.6;17178;15524;110.7;6,232;10,946;56.9;16107;4991;13558;19,368;70.0;11,822;19,368;61.0;1,679;4,848;34.6;5,533;9,553;57.9;10,416;10,611;0.2;8.8;12.2;3.4;1,675;2,374;50.8;14.4;39.8;1.6884;
[ 43.98167192875305 , 2.987775151557157];7303;Millau;Millau;60236;26852;58939;47.44;10967;16075;22171;6358;9747;12086;14097;16075;18109;20682;23978;30118;4.74;52.83;32.48;7.21;7.48;7.3;;7.2;7.3;7.8;7.2;6.8;8.4;8.8;8.7;1.5;167;2574;1505;6763;6614;17623;4274;21897;0.95;14.61;8.54;38.38;37.53;17623.00;4274.00;21897.00;57,007;60,248;0.6;31030;29218;106.2;12,669;18,361;69.0;16075;6358;26008;36,235;71.8;23,459;36,235;64.7;2,905;8,000;36.3;10,864;18,026;60.3;20,721;21,897;0.5;7.3;8.7;1.4;2,482;3,621;51.9;17.2;34.5;1.6627;
[ 44.432327097738856 , 2.6463397766584755];7304;Rodez;Rodez;174535;76095;169082.5;50.93;11541;16975;23446;7239;10377;12684;14868;16975;19242;21865;25402;31870;4.4;53.83;29.84;8.51;7.82;4.5;;4.6;4.6;4.8;4.2;4.2;5.3;5.5;5.4;0.8;683;10221;4497;22266;20922;58589;13582;72171;1.17;17.45;7.68;38.00;35.71;58589.00;13582.00;72171.00;166,080;174,553;0.5;89241;85312;104.6;36,969;52,272;70.7;16975;7239;78007;105,747;73.8;72,774;105,747;68.8;9,547;24,139;39.6;34,220;51,963;65.9;67,662;72,171;0.6;4.6;5.4;0.8;4,713;7,393;53.8;18.4;31.0;1.6507;
[ 44.32982729772691 , 2.0332063488698315];7305;Villefranche-de-Rouergue;Villefranche-de-Rouergue;36620;15802;35311;46.02;10609;15649;22070;6311;9547;11606;13513;15649;17948;20479;24028;30749;4.87;48.54;35.05;8.68;7.72;6.2;;6.5;6.6;6.8;6.3;6.2;7.7;7.8;7.6;1.1;113;2113;655;3591;3544;10016;3000;13016;1.13;21.10;6.54;35.85;35.38;10016.00;3000.00;13016.00;35,137;36,618;0.4;19794;16824;117.6;7,511;12,283;61.1;15649;6311;15116;21,232;71.2;13,665;21,232;64.4;1,903;5,143;37.0;6,349;10,471;60.6;12,848;13,016;0.1;6.1;7.6;1.5;1,216;1,909;55.9;16.9;34.4;1.7246;
[ 42.98883150541427 , 0.6649494489595444];7306;Saint-Gaudens;Saint-Gaudens;58414;26625;56673.5;52.37;11156;16841;23493;6145;9857;12408;14739;16841;19120;21905;25539;31902;5.19;51.26;35.71;6.42;6.61;9.3;;9.6;10.1;10.3;9.6;9.5;11.3;11.7;11.8;2.2;284;1711;1311;6610;6587;16503;3198;19701;1.72;10.37;7.94;40.05;39.91;16503.00;3198.00;19701.00;54,607;58,403;0.7;31027;27376;113.3;11,479;19,548;58.7;16841;6145;24425;34,870;70.0;21,517;34,870;61.7;3,049;8,855;34.4;10,131;17,416;58.2;18,875;19,701;0.4;9.3;11.7;2.4;2,867;4,362;52.7;17.8;40.6;1.6749;
[ 43.70971289180967 , 0.4929739593387666];7307;Auch;Auch;114843;49883;111873.5;50.33;11292;16774;23448;6649;10015;12435;14588;16774;19047;21725;25476;32085;4.83;52.69;31.91;7.66;7.74;5.8;;6;6.2;6.5;5.8;5.6;6.7;7.2;7.5;1.5;1026;3146;2456;14243;15009;35880;8330;44210;2.86;8.77;6.85;39.70;41.83;35880.00;8330.00;44210.00;109,005;114,889;0.5;59539;55350;107.6;23,613;35,925;65.7;16774;6649;49769;69,592;71.5;45,375;69,592;65.2;6,976;17,166;40.6;21,601;35,131;61.5;43,059;44,210;0.2;5.7;7.6;1.9;3,885;6,121;54.4;16.9;33.8;1.6509;
[ 44.49687110462967 , 1.4106401512105808];7308;Cahors;Cahors;91331;40786;88839;51.75;11289;17031.5;23911;6509;9998;12519;14823;17031.5;19373;22279;26079;33020;5.07;50.76;35.16;7.31;6.77;8.1;;8.5;8.7;8.7;7.9;7.6;9.3;9.8;10.5;2;493;2943;1883;10297;11814;27430;5782;33212;1.80;10.73;6.86;37.54;43.07;27430.00;5782.00;33212.00;84,298;91,398;0.8;47652;43746;108.9;18,650;29,002;64.3;17032;6509;39077;55,488;70.4;34,537;55,488;62.2;5,192;14,358;36.2;16,946;28,336;59.8;34,108;33,212;-0.2;8;11.1;3.1;4,403;6,358;51.8;15.3;38.5;1.6472;
[ 44.619433863591965 , 1.9536403733298444];7309;Figeac;Figeac;38768;17330;37728;50.96;11545;16794;23386;7028;10339;12675;14721;16794;19077;21805;25421;31514;4.48;51.49;35.51;6.45;6.55;6.2;;6.4;6.4;6.9;5.7;5.4;6.6;6.8;7;0.6;72;3092;906;4042;3977;12089;2567;14656;0.60;25.58;7.49;33.44;32.90;12089.00;2567.00;14656.00;35,865;38,768;0.8;20482;18286;112.0;7,872;12,610;62.4;16794;7028;16509;23,110;71.4;15,043;23,110;65.1;2,044;5,573;36.7;7,031;11,358;61.9;13,314;14,656;0.9;6.1;7.1;1;1,273;1,928;55.3;17.6;31.2;1.6776;
[ 43.0696821456763 , 0.1475730759479228];7310;Tarbes - Lourdes;Tarbes - Lourdes;229741;102537;225693;54.48;11928;17416;23873;7182;10632;13156;15316;17416;19661;22280;25786;31978;4.45;55.56;31.96;6.87;5.61;9;;9.3;9.1;9;8.4;7.9;10;10.2;10.2;0.9;479;10535;4975;30328;31057;77374;12580;89954;0.62;13.62;6.43;39.20;40.14;77374.00;12580.00;89954.00;222,738;229,808;0.3;115766;114042;101.5;48,053;67,713;71.0;17416;7182;100410;142,335;70.5;89,292;142,335;62.7;12,316;32,533;37.9;42,653;71,521;59.6;84,252;89,954;0.6;8.9;10.2;1.3;11,885;17,641;54.1;15.5;33.9;1.6146;
[ 43.95869526506447 , 2.152692152215843];7311;Albi;Albi;165973;73120;163165;50.79;11440;17010;23852;6409;10078;12659;14842;17010;19337;22115;25953.5;32841;5.12;54.28;32.29;6.56;6.87;7.8;;8;8.1;8.7;8.2;7.9;9.4;9.9;10.1;2.1;623;6024;3551;22233;22533;54964;8738;63702;1.13;10.96;6.46;40.45;41.00;54964.00;8738.00;63702.00;151,339;165,981;0.9;84891;81090;104.7;35,775;49,116;72.8;17010;6409;70757;102,034;69.3;62,859;102,034;61.6;8,260;23,132;35.7;30,580;52,074;58.7;59,300;63,702;0.7;8;10.4;2.4;7,929;11,755;52.0;18.5;38.5;1.6267;
[ 43.614101890423626 , 2.407069438237732];7312;Castres - Mazamet;Castres - Mazamet;132756;57301;132085.5;48.7;11118;16285;22442;6150;9795;12287;14345;16285;18370;20908;24338;30825;5.01;56.21;31.27;6.44;6.09;9.9;;10.3;10.3;10.7;10;9.5;10.8;10.8;11.1;0.8;564;8305;2480;15634;12910;39893;6130;46023;1.41;20.82;6.22;39.19;32.36;39893.00;6130.00;46023.00;129,759;132,762;0.2;67707;65055;104.1;29,966;37,742;79.4;16285;6150;57377;81,278;70.6;49,823;81,278;61.3;6,294;17,947;35.1;23,067;40,785;56.6;48,197;46,023;-0.4;9.8;11.3;1.5;6,431;10,075;53.6;17.9;39.8;1.6334;
[ 44.10594447367285 , 1.2902360772267831];7313;Montauban;Montauban;212809;90124;212724.5;49.55;10567;16167;22762;5568;9238;11737;13981;16167;18500;21152;24650;30892;5.55;58.06;29.12;6.37;6.44;8.5;;8.8;9;9.4;8.9;8.3;9.7;10.2;10.3;1.5;1567;8165;4585;27240;27023;68580;11441;80021;2.28;11.91;6.69;39.72;39.40;68580.00;11441.00;80021.00;186,592;212,846;1.3;105867;106979;99.0;50,442;55,425;91.0;16167;5568;93851;131,907;71.1;82,512;131,907;62.6;9,597;27,434;35.0;38,199;66,070;57.8;69,681;80,021;1.3;8.6;10.8;2.2;11,152;16,898;54.2;17.5;36.6;1.6136;
[ 45.32871886897953 , 1.9046798909748335];7401;Tulle;Tulle;71551;31794;67234;54.93;12293.5;17844;24235;7814;11002;13470;15664;17844;20068;22697;26143;32443;4.15;52.42;36.09;6.21;5.29;4.6;;5;5.1;4.8;4.2;4.1;5.2;5.3;5.5;0.5;178;2988;1540;8171;13161;26038;3838;29876;0.68;11.48;5.91;31.38;50.55;26038.00;3838.00;29876.00;69,464;71,571;0.3;37291;34280;108.8;13,613;23,678;57.5;17844;7814;31012;43,174;71.8;28,720;43,174;66.5;3,764;10,439;36.1;13,557;20,916;64.8;29,420;29,876;0.1;4.5;5.8;1.3;1,986;3,236;52.6;18.1;35.9;1.6577;
[ 45.539754954157615 , 2.2496366353262327];7402;Ussel;Ussel;32072;14017;29571;52.37;11515;16677;22545;7084;10282;12705;14743;16677;18746;21055;24385;30445;4.3;54.21;33.29;6.65;5.85;6.8;;7.4;7.1;6.8;6.3;6;7.8;7.7;7.6;0.2;193;1745;875;2861;4211;9885;1826;11711;1.95;17.65;8.85;28.94;42.60;9885.00;1826.00;11711.00;32,553;32,075;-0.1;16179;15896;101.8;6,417;9,762;65.7;16677;7084;13857;19,893;69.7;12,621;19,893;63.4;1,593;4,425;36.0;5,808;9,597;60.5;12,889;11,711;-0.8;6.5;7.8;1.3;1,039;1,694;54.7;19.7;38.8;1.6123;
[ 46.09053995316133 , 2.0182967060124555];7403;Guéret;Guéret;123570;56429;118068.5;46.67;10366;15532;21856;6064;9237;11422;13457;15532;17680;20264;23752;29687;4.9;50.16;36.64;7.74;5.46;7.3;;7.7;7.7;7.6;7.1;7;8.3;8.9;9.5;1.8;739;4403;2155;11472;15642;34411;8330;42741;2.15;12.80;6.26;33.34;45.46;34411.00;8330.00;42741.00;124,482;123,584;-0.1;65217;58367;111.7;23,483;41,734;56.3;15532;6064;51346;73,663;69.7;46,030;73,663;62.5;6,259;18,682;33.5;21,382;36,016;59.4;43,196;42,741;-0.1;7;9.4;2.4;4,842;7,494;52.7;18.1;45.1;1.6777;
[ 45.89240880994095 , 1.234783149992845];7404;Limoges;Limoges;374809;165347;355790.5;56.13;11904;17920;24796;6386;10404;13238;15667;17920;20309;23096;26852;33548;5.25;58.75;30.89;5.32;5.04;6.7;;7.1;7.3;7.7;7.1;6.6;8.6;8.9;9;1.9;1002;18842;7969;51460;51601;130875;15042;145917;0.77;14.40;6.09;39.32;39.43;130875.00;15042.00;145917.00;353,826;374,849;0.6;181969;192880;94.3;79,225;102,744;77.1;17920;6386;167143;238,403;70.1;150,224;238,403;63.0;18,696;51,717;36.2;73,153;120,952;60.5;140,210;145,917;0.4;6.4;9.1;2.7;15,276;23,701;51.3;17.7;41.0;1.5723;
[ 45.9301097143622 , 5.352233726271952];8201;Ambérieu-en-Bugey;Ambert;20982;37962;94015.5;60.61;13457;18991;25614;8603;12120;14643;16835;18991;21311;23995;27610;33898;3.94;67.66;22.72;4.68;4.95;6;;6.4;6.4;6.2;5.4;5.3;7.5;7.6;7.2;0.8;156;7974;1916;10928;6327;27301;3323;30624;0.57;29.21;7.02;40.03;23.17;27301.00;3323.00;30624.00;78,397;93,124;1.7;43831;49293;88.9;25,366;18,465;137.4;18991;8603;45371;59,822;75.8;41,374;59,822;69.2;3,946;10,657;37.0;18,882;29,433;64.2;24,206;30,624;2.4;5.8;7.1;1.3;3,490;5,517;55.9;18.4;34.1;1.5567;
[ 46.278602224859334 , 5.2178601397198605];8202;Bourg-en-Bresse;Bourg-en-Bresse;127131;53026;125036.5;60.68;13175;18787;25433;8204;11812;14446;16616;18787;21085;23761;27467;34229;4.17;63.09;26.03;5.04;5.84;4.9;;5.2;5.3;5.3;4.8;4.8;7.1;7.1;6.5;1.3;482;9419;3263;20234;22583;55981;4867;60848;0.86;16.83;5.83;36.14;40.34;55981.00;4867.00;60848.00;115,446;127,149;1.0;61981;65168;95.1;31,915;30,065;106.2;18787;8204;60220;80,716;74.6;55,582;80,716;68.9;6,518;16,116;40.4;26,427;40,362;65.5;56,137;60,848;0.8;4.9;6.6;1.7;4,196;6,583;51.6;19.1;30.2;1.5753;
[ 46.12210323406035 , 5.606645173675504];8203;Oyonnax;Oyonnax;66052;26188;65498;57.09;10713;16691;23234;6322;9405;12016;14412;16691;19019;21673;25193;31542;4.99;67.16;22.84;3.67;6.34;7.3;;7.7;7.8;7.8;7.4;7.7;11.2;9.8;9.1;1.4;78;10495;1213;8679;5746;26211;2005;28216;0.30;40.04;4.63;33.11;21.92;26211.00;2005.00;28216.00;64,120;66,065;0.3;30785;35280;87.3;17,635;13,151;134.1;16691;6322;31838;43,070;73.9;28,138;43,070;65.3;3,025;8,019;37.7;12,727;21,183;60.1;32,373;28,216;-1.2;6.9;9.9;3;2,920;4,853;51.0;16.9;29.1;1.5339;
[ 45.213682876666276 , 4.612377875324948];8204;Annonay;Annonay;51369;21892;51855;55.37;12202;17296;23041;7515;10970;13288;15364;17296;19224;21573;24691;30226;4.02;60.66;27.95;5.52;5.88;8.1;;8.2;8.2;8.6;7.7;7.1;9;8.9;8.5;0.3;76;4513;1058;5044;5704;16395;1829;18224;0.46;27.53;6.45;30.77;34.79;16395.00;1829.00;18224.00;47,818;51,388;0.7;25654;25734;99.7;12,596;13,058;96.5;17296;7515;22739;31,971;71.1;20,544;31,971;64.3;2,239;6,954;32.2;9,570;15,979;59.9;19,249;18,224;-0.5;7.8;8.5;0.7;2,025;3,529;54.1;18.8;42.2;1.6073;
[ 44.58840370829226 , 4.2199425961153665];8205;Aubenas;Aubenas;94343;41343;90848.5;48.92;10648;16057;22429;5809;9307;11822;13965;16057;18269;20867;24328;30635;5.27;50.52;35.38;6.7;7.41;10.8;;11;10.9;11.7;11.5;10.9;12.8;12.7;12.7;1.7;325;2740;2118;8753;9712;23648;5498;29146;1.37;11.59;8.96;37.01;41.07;23648.00;5498.00;29146.00;83,778;94,376;1.2;49950;44426;112.4;20,020;29,930;66.9;16057;5809;38587;56,227;68.6;33,260;56,227;59.2;4,258;13,947;30.5;15,610;28,210;55.3;25,810;29,146;1.2;10.5;13.2;2.7;5,785;8,068;51.8;16.4;38.7;1.6785;
[ 44.419216745039655 , 5.04625294626536];8206;Montélimar;Montereau-Fault-Yonne;40721;74270;174329;54.1;11119;17138.5;24321;6194;9695;12413;14828;17138.5;19621;22532;26509;33307;5.38;58.28;28.9;5.74;7.09;9.7;;9.9;10.2;10.4;10.1;9.3;10.7;11;10.8;0.9;1243;13113;4631;23673;14543;57203;9145;66348;2.17;22.92;8.10;41.38;25.42;57203.00;9145.00;66348.00;157,205;176,618;1.2;87813;88805;98.9;42,740;45,073;94.8;17139;6194;78037;110,135;70.9;68,222;110,135;61.9;8,185;23,412;35.0;31,031;55,804;55.6;58,693;66,348;1.2;9.7;10.9;1.2;9,483;13,868;54.8;16.7;38.2;1.6036;
